2005;105;91.6;1
2005;105;72.6;2
2005;105;77.3;3
2005;105;85.3;4
2005;105;96.7;5
2007;105;99.0;1
2007;105;73.0;2
2007;105;77.9;3
2007;105;76.1;4
2007;105;84.7;5
2009;105;94.7;1
2009;105;72.2;2
2009;105;68.4;3
2009;105;78.8;4
2009;105;84.3;5
2011;105;80.3;1
2011;105;77.5;2
2011;105;73.8;3
2011;105;87.3;4
2011;105;90.5;5
2013;105;89.5;1
2013;105;92.7;2
2013;105;86.4;3
2013;105;96.0;4
2013;105;96.7;5
2005;105;41.2;6
2005;105;51.3;7
2005;105;49.2;8
2005;105;56.2;9
