2;105;4.030608021;3.4;0;2005
2;105;4.142158917;3.4;0;2007
2;105;0;0;4.603180198;2008
3;105;0;0;0.600512442;2008
2;105;4.539902151;3.6;5.119846884;2009
2;105;0;0;4.987241615;2010
2;105;5.09418876;4.1;6.110348614;2011
2;105;4.83369049;4.5;5.484911226;2013
